accuracy,precision_macro,recall_macro_sensitivity,f1_macro,specificity_macro,fpr_macro,iou_macro,ppv_macro
0.5140973630831643,0.5994854092580522,0.4978451896526012,0.526452350699734,0.9855664919168579,0.014433508083142112,0.39031114960445407,0.5994854092580522
0.5155172413793103,0.6175312988094058,0.511505047467529,0.5429112390308104,0.9856683088341601,0.014331691165839794,0.4064995099989897,0.6175312988094058
0.5209939148073023,0.5913945901788681,0.5131047131701809,0.5381386745472975,0.9857045439530484,0.014295456046951602,0.4055079407249916,0.5913945901788681
0.5221095334685598,0.5836811419324903,0.4878797057766919,0.5185544644493785,0.9858331383934326,0.014166861606567438,0.3838202590478307,0.5836811419324903
0.5149087221095334,0.598932526983568,0.5215690054855366,0.5468036274543526,0.9856939673879033,0.014306032612096639,0.414734762185787,0.598932526983568
0.5195740365111562,0.5911397760500063,0.5117161837811551,0.5380802335296717,0.9857776159284345,0.014222384071565364,0.40781458389623565,0.5911397760500063
0.5230223123732252,0.6029540030455152,0.5374608661819872,0.5584016423150194,0.9859559019109266,0.014044098089073387,0.4289552939927391,0.6029540030455152
0.5183569979716024,0.590931073227652,0.5468459449504197,0.5629542397491543,0.9857136285651528,0.01428637143484705,0.4352494269270076,0.590931073227652
0.5302231237322516,0.6419299296361015,0.5341397415604259,0.5676367188412026,0.9860267017775541,0.013973298222445913,0.43815259429660713,0.6419299296361015
0.5140973630831643,0.5933494873246251,0.49947642228265093,0.5206165362806495,0.9855897236954322,0.014410276304567881,0.3926020419724251,0.5933494873246251
0.5202839756592292,0.6257409056764744,0.5318719227075747,0.5622952149224064,0.9857551574220974,0.01424484257790273,0.4333872646904976,0.6257409056764744
0.5196754563894523,0.5845013605391017,0.5030303242980675,0.5294544881433226,0.9856607678339755,0.014339232166024516,0.38309087627613503,0.5845013605391017
0.5164300202839757,0.5796127033265701,0.5104453077541148,0.5369486530386718,0.9856687186557448,0.014331281344255426,0.40675514650628075,0.5796127033265701
0.5077079107505071,0.5980409908897079,0.5021925763658204,0.5303869986862559,0.9854550774136481,0.014544922586352007,0.40081447427305344,0.5980409908897079
0.5205882352941177,0.5987457221490726,0.5166622772587446,0.5417854488144713,0.9858160439817351,0.014183956018265068,0.39530205827769793,0.5987457221490726
0.5237322515212982,0.5969016484439275,0.5008035141452761,0.5299257391792216,0.985889000457815,0.014110999542184931,0.3986202911695025,0.5969016484439275
0.5230223123732252,0.6049655849829577,0.49382079346725405,0.5244300333836062,0.9859492213465091,0.014050778653490841,0.38920981603979493,0.6049655849829577
0.5107505070993915,0.6067232080070973,0.5043295667889882,0.535126164819298,0.9854160896550802,0.01458391034491988,0.3961920514904239,0.6067232080070973
0.5191683569979716,0.6165850356440078,0.527554097254649,0.5498739843591525,0.9858049875354388,0.01419501246456123,0.4176584448146052,0.6165850356440078
0.5154158215010142,0.6056565885286096,0.5301586964838712,0.555510820989709,0.985624118305352,0.014375881694648018,0.4207916207591422,0.6056565885286096
0.5178498985801218,0.6041209956139844,0.5269697263541083,0.5517072743020911,0.9856150667780674,0.014384933221932444,0.41794262220270395,0.6041209956139844
0.5220081135902637,0.5833812931153567,0.49124795012897327,0.516277858200952,0.985833326890891,0.014166673109109091,0.3822675949068986,0.5833812931153567
0.513894523326572,0.6031922488886312,0.4984411301545665,0.5294575588952739,0.9855656998925735,0.014434300107426412,0.4014697857582551,0.6031922488886312
0.5161257606490872,0.5983114022893217,0.5074901859816783,0.53359378312257,0.9855270227826519,0.014472977217348148,0.4043614079473435,0.5983114022893217
0.5226166328600406,0.5980481765003989,0.5237638855960336,0.5492473915792193,0.9857883583597993,0.01421164164020081,0.41699583918259575,0.5980481765003989
0.5162271805273834,0.6195641199716986,0.53404844207831,0.5564054678568244,0.985648331720806,0.014351668279193899,0.4233311913152784,0.6195641199716986
